date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2019-10-16 23:59:55,JohnFavere,,1,4,2,"BREAKING NEWS FROM WASHINGTON DC QUESTIONS NEED TO BE ANSWERED REGARDING MIKE PENCE AN CAIR MUSLIM BROTHERHOOD WHY WOULD MIKE PENCE BRING SOMEONE TO WASHINGTON DC TIED TO JOE BIDEN.. BERNIE SANDERS.. PLUS THEY HATE PRESIDENT TRUMP. THE QUESTION IS WHY ⁦ @realDonaldTrump⁩pic.twitter.com/CwO6f13xp4",,@realDonaldTrump,,1184620015200460800,https://twitter.com/JohnFavere/status/1184620015200460800
2019-10-16 23:59:34,fearnothing23,,0,0,0,"Bernie Sanders Is Too Liberal to Get Elected in Denmark https://www.nationalreview.com/2019/10/bernie-sanders-too-socialist-for-denmark/ …",,,,1184619926423662592,https://twitter.com/fearnothing23/status/1184619926423662592
2019-10-16 23:59:15,libirdy710,,0,0,0,"Bernie Sanders is a Bad Economist: Housing Market Edition https://mises.org/node/48072",,,,1184619848946446336,https://twitter.com/libirdy710/status/1184619848946446336
2019-10-16 23:59:12,cakotz,DanielStrauss4,1,0,12,"Presumably this would be from the period where it meant ""extending the option of joining the existing and popular program known as Medicare to all people"" instead of ""The NHS but with blackjack and hookers and whatever else Bernie Sanders has promised and literally just that"" https://twitter.com/DanielStrauss4/status/1184600259328167942 …",,,,1184619836627968000,https://twitter.com/cakotz/status/1184619836627968000
2019-10-16 23:59:11,EberbachDavid,stephennotsaint,0,0,0,"I found out the person I gave CPR to was having an affair with the married father of one of the kids she babysat, when she wanted him to come to the hospital. At the time I was 26 & she was 28. We have ~3 major choices for a candidate, Sanders has chosen better over history.",,,,1184619832802729985,https://twitter.com/EberbachDavid/status/1184619832802729985
2019-10-16 23:58:58,graywolf442,,0,1,1,"""Biden dismissive of Ocasio-Cortez’s expected endorsement of Bernie Sanders"" I'm pretty much dismissive of @AOC in general ...https://tinyurl.com/yxoky9gv",,@AOC,,1184619778075267073,https://twitter.com/graywolf442/status/1184619778075267073
2019-10-16 23:58:50,serveaux,moorehn,0,0,1,"What bravery in the face of almost certain Bernie Sanders mentions.",,,,1184619744118243328,https://twitter.com/serveaux/status/1184619744118243328
2019-10-16 23:58:46,OwynSnow,Liz_Wheeler,0,0,0,"Bernie Sanders has white skin..... But his ethnicity has zero connection to European roots what so ever. His people originated from an area east of the Mediterranean sea and west of the Jordan river.",,,,1184619727223689219,https://twitter.com/OwynSnow/status/1184619727223689219
2019-10-16 23:58:45,mark_macdonnell,,0,0,0,"Why not noone else will. Maybe they can get on the ticket to be VP then if he dies omar or aoc would be president. Can you imagine the devastation to our country ???? AOC, Ilhan Omar and Rashida Tlaib to endorse Bernie Sanders for president - CNNPolitics https://www.cnn.com/2019/10/15/politics/aoc-to-endorse-bernie-sanders/index.html …",,,,1184619721133395969,https://twitter.com/mark_macdonnell/status/1184619721133395969
2019-10-16 23:58:43,Carolin75054091,EmmaCaterineDSA,0,0,2,"""Despair is NOT an option"" - Bernie Sanders",,,,1184619714716172288,https://twitter.com/Carolin75054091/status/1184619714716172288
