date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2019-09-17 23:59:52,littlebluerebe1,,0,0,0,"Elizabeth Warren took selfies for 4 hours after her New York rally. It's part of her plan. https://www.cnn.com/2019/09/17/politics/elizabeth-warren-selfie-line-new-york-four-hours-plan/index.html …",,,,1174110756088033280,https://twitter.com/littlebluerebe1/status/1174110756088033280
2019-09-17 23:59:39,Mustangguy12,,0,0,0,"Looks like a Terminator... advanced B.I. Bullshit Intelligence...Elizabeth Warren Claims Plan to End Corruption in Washington http://bit.ly/2LzhdQ4 via @BreitbartNews",,@BreitbartNews,,1174110698504413184,https://twitter.com/Mustangguy12/status/1174110698504413184
2019-09-17 23:59:35,prieta537,,0,0,0,"Elizabeth Warren took selfies for 4 hours after her New York rally. It's part of her plan. https://www.cnn.com/2019/09/17/politics/elizabeth-warren-selfie-line-new-york-four-hours-plan/index.html …",,,,1174110683107139590,https://twitter.com/prieta537/status/1174110683107139590
2019-09-17 23:59:27,designatedcook,,0,0,0,"Hey @realDonaldTrump , Elizabeth Warren has a bigger one than you!!!",,@realDonaldTrump,,1174110651620438018,https://twitter.com/designatedcook/status/1174110651620438018
2019-09-17 23:59:09,AshleyRParker,,34,45,243,"Does size matter? From President Trump to Senator Elizabeth Warren, our nation’s 2020 hopefuls sure think so. My latest w @AnnieLinskey, on the crowd side battle...https://www.washingtonpost.com/politics/the-lines-keep-getting-longer-crowd-size-takes-center-stage-in-2020-race-as-warren-event-rivals-trump/2019/09/17/14112608-d960-11e9-ac63-3016711543fe_story.html …",,@AnnieLinskey,,1174110573468028929,https://twitter.com/AshleyRParker/status/1174110573468028929
2019-09-17 23:59:08,hrkbenowen,,0,12,9,"Elizabeth Warren Opposes Lobbyists Donatations, Despite Accepting $95,000 in 2012, 2018 https://freebeacon.com/politics/warren-opposes-lobbyists-donatations-despite-accepting-95000-in-2012-2018/ …",,,,1174110570741714945,https://twitter.com/hrkbenowen/status/1174110570741714945
2019-09-17 23:59:04,douglasvgibbs,,0,0,0,"Elizabeth Warren's Drug Problem http://dlvr.it/RDKCTx pic.twitter.com/WVkZXqPwA6",,,,1174110553989496832,https://twitter.com/douglasvgibbs/status/1174110553989496832
2019-09-17 23:59:01,chachomanopapa,chachomanopapa,1,0,0,"Former Vice President Joe Biden and Massachusetts Sen. Elizabeth Warren. The two are beginning to look to more and more Democrats, like the most logically formidable, tandem, Democratic. Next to the alternative Republican, ticket, — what’s, not to — like? http://a.msn.com/01/en-us/AAHrsJp?ocid=st …",,,,1174110541369024512,https://twitter.com/chachomanopapa/status/1174110541369024512
2019-09-17 23:58:59,Suluclac,DrShayPhD,0,1,2,"The Deep State Is desperate for him to win. That way they can once again control the nation. What’s worse, when he’s declared incompetent-someone like Beto or Elizabeth Warren or Harris Will become president. God help us.",,,,1174110533408235523,https://twitter.com/Suluclac/status/1174110533408235523
2019-09-17 23:58:43,coller_marianne,,0,0,0,"Elizabeth Warren sees her biggest crowds yet at rally in NYC https://www.msnbc.com/deadline-white-house/watch/elizabeth-warren-sees-her-biggest-crowds-yet-at-rally-in-nyc-69169221694 … via @msnbc",,@msnbc,,1174110463908618241,https://twitter.com/coller_marianne/status/1174110463908618241
2019-09-17 23:58:43,HubertTemba,,0,0,0,"YOU FOOL @realDonaldTrump advertise in Craigslist for rally goers and you pay them to attend. She doesn’t pay anybody. Fat thief. Donald Trump Dismisses Elizabeth Warren Crowd Size in Manhattan: 'Anybody Could Do That' http://va.topbuzz.com/s/jMeQjc",,@realDonaldTrump,,1174110463568879616,https://twitter.com/HubertTemba/status/1174110463568879616
2019-09-17 23:58:31,45and46,ewarren,0,1,1,"Really, Elizabeth Warren? But Mueller testified that the President did Not impede his investigation. Repeating lies is a specialty of yours. https://twitter.com/ewarren/status/1148351838439317506 …",,,,1174110413396553729,https://twitter.com/45and46/status/1174110413396553729
