date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2019-10-07 23:59:31,CHANNAKAJIMA,,0,0,0,"Billionaire CEOs Whine on Fox News About Bernie Sanders’ Wealth Tax https://youtu.be/Do7I6ylWMc0 via @YouTube",,@YouTube,,1181358425277652993,https://twitter.com/CHANNAKAJIMA/status/1181358425277652993
2019-10-07 23:58:53,AarickStriger,AarickStriger,5,49,164,"The Antifa web zine Its Going Down is calling on its twitter for supporters to go protest to KEEP the illegal US military presence in Syria, LOL. Huckster Bernie Sanders and warmonger Lindsey Graham are together selling Israeli foreign policy interests to different crowds https://twitter.com/AarickStriger/status/1181352278504161283 …",,,,1181358263310389250,https://twitter.com/AarickStriger/status/1181358263310389250
2019-10-07 23:58:48,MaggottyBread,,0,1,1,"Brilliant Bernie Sanders Ad Exposes Gross Media Bias https://youtu.be/ApGHzpGgSN8 via @YouTube #MSM #CorporateMedia #MSNBC #CNN #FoxNews #FactsMatter #FactCheck #Sanders2020",,@YouTube,#MSM #CorporateMedia #MSNBC #CNN #FoxNews #FactsMatter #FactCheck #Sanders2020,1181358244310204417,https://twitter.com/MaggottyBread/status/1181358244310204417
2019-10-07 23:58:48,ddayen,bailey_melvin,0,0,15,"There are 330 million people in the country and it's news that 1 million of them donated to some old dude named Bernie Sanders?",,,,1181358241617334277,https://twitter.com/ddayen/status/1181358241617334277
2019-10-07 23:58:37,siegelsnest5858,jakemiller85,0,0,0,"Venezuela is a totally socialist government now and it’s a much smaller country. Bernie Sanders could never have the power that they allowed in Venezuela. There would be civil unrest. Bernie simply wants to add more socialist policies to our mixed economy.",,,,1181358196872617984,https://twitter.com/siegelsnest5858/status/1181358196872617984
2019-10-07 23:58:25,CritLeft,CritLeft,0,0,1,"It's not like the NDP is really all that radical to begin with. It's not like we got a Bernie Sanders or Jeremy Corbyn sort of situation over here in Canada. People will vote, but they're not THAT thrilled to vote. They're not feeling the Bern or anything comparable.",,,,1181358148189376512,https://twitter.com/CritLeft/status/1181358148189376512
2019-10-07 23:58:20,GeminiWahhaj,peterdaou,1,5,7,".It should now be obvious, almost beyond dispute, that the Democrats should have nominated Bernie Sanders in 2016. During the primary, he polled better in match-ups against Donald Trump than Hillary Clinton did. https://www.currentaffairs.org/2018/06/there-is-still-only-one-clear-way-to-get-rid-of-trump …",,,,1181358125804335104,https://twitter.com/GeminiWahhaj/status/1181358125804335104
2019-10-07 23:58:11,NeilPConnor1,BernieSanders,0,1,1,"Bernie Sanders announces he's dropping out of the 2020 US election. https://twitter.com/BernieSanders/status/1180891570419240960 …",,,,1181358087619383297,https://twitter.com/NeilPConnor1/status/1181358087619383297
2019-10-07 23:58:09,VikingInFL,,0,0,0,"Billionaire Vows to Move to Australia if Bernie Sanders is Elected https://youtu.be/vpv_FivrkLw via @YouTube",,@YouTube,,1181358081550290945,https://twitter.com/VikingInFL/status/1181358081550290945
2019-10-07 23:57:56,ampiper420,,0,0,0,"Bernie Sanders Has Stuck To The Same Message For 40 Years https://www.npr.org/2015/12/11/459231940/bernie-sanders-has-stuck-to-the-same-message-for-40-years?fbclid=IwAR1BY01PDK7upf2t67ogJXCU7lawl4EE0GgEQddZViDHC-4JjkFPU5u4wVs …",,,,1181358027556950016,https://twitter.com/ampiper420/status/1181358027556950016
2019-10-07 23:57:47,Betamalez,Betamalez,0,0,0,"Tempted to delete this and but Bernie sanders https://twitter.com/Betamalez/status/1181352881347334145 …",,,,1181357987794956288,https://twitter.com/Betamalez/status/1181357987794956288
2019-10-07 23:57:45,amberllab,,0,0,0,"Justin Trudeau 47 Jagmeet Singh 40 Andrew Scheer 40 Elizabeth May 65 Average age: 48 years Donald Trump 73 Joe Biden 76 Elizabeth Warren 70 Bernie Sanders 78 Pete Buttigieg 37 Average age: 66.8 years - Older isn't better! #leadersdebate2019 #Debatenight #elx43 #NDP",,,#leadersdebate2019 #Debatenight #elx43 #NDP,1181357981323206656,https://twitter.com/amberllab/status/1181357981323206656
2019-10-07 23:57:41,Zer0Books,,0,2,5,"“Elizabeth Warren vs. Bernie Sanders | Noah Smith & Ben Burgis” https://buff.ly/2ASsvZi",,,,1181357964587864064,https://twitter.com/Zer0Books/status/1181357964587864064
2019-10-07 23:57:37,MannyMolina24,SupGirl,0,0,1,"Damn girl...that got me. I support Sen Sanders!",,,,1181357944832757760,https://twitter.com/MannyMolina24/status/1181357944832757760
2019-10-07 23:57:28,adpikelly,SteveSebelius,0,0,2,"I'm not gonna lie, I Mayor Pete! This is definitely a great ad! Its like the time the bird landed on the podium at a Bernie Sanders rally last election cycle. Just a moment of real life in this insane campaign season. https://twitter.com/SteveSebelius/status/1181352073662586880 …",,,,1181357906542743553,https://twitter.com/adpikelly/status/1181357906542743553
2019-10-07 23:57:00,bloggingheads,,2,2,5,"Is free college a good idea? @Noahpinion and @BenBurgis debate the pros and cons of Bernie Sanders's proposal for free tuition at all public universities. https://buff.ly/2Ouxaso",,@Noahpinion @BenBurgis,,1181357790306148352,https://twitter.com/bloggingheads/status/1181357790306148352
2019-10-07 23:56:53,WNLaws,Embroiderista,2,0,4,"Every campaign has thse ppl who ridiculous. Every single 1. It sucks when these outliers taint the rest of us. The majority of Sanders suprtrs r concerned w policy & change, not browbeating & name calling. Smtimes w social media we can 4get its not an accurate representation.",,,,1181357762980274176,https://twitter.com/WNLaws/status/1181357762980274176
2019-10-07 23:56:16,jcgilley1,CRDAnalytics,0,0,1,"I know there are a lot of factors that make discounting Sanders at this point seem plausible, but looking at his numbers suggests he could easily have surprising numbers at the polls. As Yang has a grassroots campaign, Bernie's does too, but quite larger, if not as vocal",,,,1181357606897688576,https://twitter.com/jcgilley1/status/1181357606897688576
2019-10-07 23:56:12,KaivanShroff,,94,1046,4233,"Hillary Clinton attended a 9/11 ceremony with pneumonia & it was in the news for WEEKS. Bernie concealed his heart attack and get 1-2 stories total. That’s the sexist double-standard we were calling out in 2016. And I hope Senator Sanders is doing well, so don’t even go there.",,,,1181357588786696193,https://twitter.com/KaivanShroff/status/1181357588786696193
2019-10-07 23:56:07,ThePolicyBot,,0,0,0,"Bernie Sanders Annonuces Lunar Rocks Are Gay Somehow",,,,1181357566871384064,https://twitter.com/ThePolicyBot/status/1181357566871384064
